"base_asset_id","base_exchange_symbol","q2_pair_count","q2_typed_observation_count","current_candidate_count","current_candidate_ids","current_candidate_names","candidate_records_json","candidate_records_sha256","mapping_status","mapping_approved"
"ATH","ATH","2","21993","4","aethir|ath|athenadao-token|high-af","Aethir|ATH|AthenaDAO|High AF","[{""id"":""aethir"",""symbol"":""ath"",""name"":""Aethir"",""platforms"":{""arbitrum-one"":""0xc87b37a581ec3257b734886d9d3a581f5a9d056c"",""ethereum"":""0xbe0ed4138121ecfc5c0e56b40517da27e6c5226b"",""solana"":""Dm5BxyMetG3Aq5PaG1BrG7rBYqEMtnkjvPNMExfacVk7""}},{""id"":""ath"",""symbol"":""ath"",""name"":""ATH"",""platforms"":{""hyperevm"":""0xf3d8e8c2fc0531f3bf72f7d72ea158ae2b000000""}},{""id"":""athenadao-token"",""symbol"":""ath"",""name"":""AthenaDAO"",""platforms"":{""base"":""0x58d75a1c4477914f9a98a8708feaed1dbe40b8a3"",""ethereum"":""0xa4ffdf3208f46898ce063e25c1c43056fa754739""}},{""id"":""high-af"",""symbol"":""ath"",""name"":""High AF"",""platforms"":{""solana"":""teBPKvR8PH4n58BCvHKVotLKaV9RAoB8taWTmkMpump""}}]","be8be83a7b67f0de66b9ed8b5d80b00d04dbe3f03a362c1a39a3f06519f490ff","ambiguous_current_candidates","False"
"ATLAS","ATLAS","2","6902","3","atlas-2|maga-dog|star-atlas","ATLAS|MAGA DOG|Star Atlas","[{""id"":""atlas-2"",""symbol"":""atlas"",""name"":""ATLAS"",""platforms"":{""cardano"":""9ff9a1b456f074e03be90631e1a5f9b6ed08eacabd0e7f95a11ffff1""}},{""id"":""maga-dog"",""symbol"":""atlas"",""name"":""MAGA DOG"",""platforms"":{""solana"":""D4n99BqHGvdL3ExyvdETV6Y4rWXkf2WwRxhaV1Epump""}},{""id"":""star-atlas"",""symbol"":""atlas"",""name"":""Star Atlas"",""platforms"":{""solana"":""ATLASXmbPQxBUYbxPsV97usA3fPQYEqzQBUHgiFCUsXx""}}]","6dea803f4a4ea2cfa1e2dee966c9cc7c92c1f60625733d1abb2500814e771eea","ambiguous_current_candidates","False"
"ATOM","ATOM","7","94542","1","cosmos","Cosmos Hub","[{""id"":""cosmos"",""symbol"":""atom"",""name"":""Cosmos Hub"",""platforms"":{""archway"":""ibc/27394fb092d2eccd56123c74f36e4c1f926001ceada9ca97ea622b25f41e5eb2"",""binance-smart-chain"":""0x0eb3a705fc54725037cc9e008bdede697f62f335"",""canto"":""0xeceeefcee421d8062ef8d6b4d814efe4dc898265"",""cosmos"":""uatom"",""dungeon-chain"":""ibc/C3988DBA4BA195F3514EA2E02497B9F66019CE53EFB96D4982CE95CA6A51BBCE"",""evmos"":""0xc5e00d3b04563950941f7137b5afa3a534f0d6d6"",""kava"":""0x15932e26f5bd4923d46a2b205191c4b5d5f43fe3"",""mantra"":""ibc/A4DB47A9D3CF9A068D454513891B526702455D3EF08FB9EB558C561F9DC2B701"",""osmosis"":""ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2"",""terra-2"":""ibc/27394FB092D2ECCD56123C74F36E4C1F926001CEADA9CA97EA622B25F41E5EB2""}}]","6ac862dc9df5aaa43173a26eeab72caf2d38baf4339d4adb2e21dbe36b65bc5d","single_current_candidate_review_required","False"
"AUCTION","AUCTION","2","6926","2","auction|house-3","Bounce|House","[{""id"":""auction"",""symbol"":""auction"",""name"":""Bounce"",""platforms"":{""ethereum"":""0xa9b1eb5908cfc3cdf91f9b8b3a74108598009096""}},{""id"":""house-3"",""symbol"":""auction"",""name"":""House"",""platforms"":{""base"":""0x05af98aebec91aef2bd893614a2c333c58855012""}}]","236b04e39faafda85d46af1fae3b949d48eb14895fa0e27913769090580ac575","ambiguous_current_candidates","False"
"ZAUD","AUD","2","47385","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"AUDIO","AUDIO","2","5979","1","audius","Audius","[{""id"":""audius"",""symbol"":""audio"",""name"":""Audius"",""platforms"":{""energi"":""0x2c25972d4adb478773be354a09e4596f29e31fb3"",""ethereum"":""0x18aaa7115705e8be94bffebde57af9bfc265b998"",""solana"":""9LzCMqDgTKYz9Drzqnpgee3SGa89up3a247ypMj2xrqM""}}]","9ab666af2592813240d09858dea5aa85c38b5a2314ff5fb695270b9b7490e0c3","single_current_candidate_review_required","False"
"AVAAI","AVAAI","2","10132","0","","","[]","4f53cda18c2baa0c0354bb5f9a3ecbe5ed12ab4d8e11ba873c2f11161202b945","no_current_candidate","False"
"AVAX","AVAX","4","117825","4","avalanche-2|avalanche-wormhole|beam-bridged-avax-beam|binance-peg-avalanche","Avalanche|Avalanche (Wormhole)|Beam Bridged AVAX (Beam)|Binance-Peg Avalanche","[{""id"":""avalanche-2"",""symbol"":""avax"",""name"":""Avalanche"",""platforms"":{}},{""id"":""avalanche-wormhole"",""symbol"":""avax"",""name"":""Avalanche (Wormhole)"",""platforms"":{""binance-smart-chain"":""0x96412902aa9aff61e13f085e70d3152c6ef2a817"",""ethereum"":""0x85f138bfee4ef8e540890cfb48f620571d67eda3"",""oasis"":""0x32847e63e99d3a044908763056e25694490082f8"",""polygon-pos"":""0x7bb11e7f8b10e9e571e5d8eace04735fdfb2358a"",""solana"":""KgV1GvrHQmRBY8sHQQeUKwTm2r2h8t4C8qt12Cw1HVE"",""sui"":""0x1e8b532cca6569cab9f9b9ebc73f8c13885012ade714729aa3b450e0339ac766::coin::COIN"",""terra"":""terra1hj8de24c3yqvcsv9r8chr03fzwsak3hgd8gv3m""}},{""id"":""beam-bridged-avax-beam"",""symbol"":""avax"",""name"":""Beam Bridged AVAX (Beam)"",""platforms"":{""beam"":""0x00e69e0b6014d77040b28e04f2b8ac25a6ea5d34""}},{""id"":""binance-peg-avalanche"",""symbol"":""avax"",""name"":""Binance-Peg Avalanche"",""platforms"":{""binance-smart-chain"":""0x1ce0c2827e2ef14d5c4f29a091d735a204794041""}}]","113de97711a751c89a98881b415da0167c07ae2239240cac8b811f3b19265ecc","ambiguous_current_candidates","False"
"AXS","AXS","2","55280","1","axie-infinity","Axie Infinity","[{""id"":""axie-infinity"",""symbol"":""axs"",""name"":""Axie Infinity"",""platforms"":{""binance-smart-chain"":""0x715d400f88c167884bbcc41c5fea407ed4d2f8a0"",""energi"":""0x7cd3d51bee45434dd80822c5d58b999333b69ffb"",""ethereum"":""0xbb0e17ef65f82ab018d8edd776e8dd940327b28b"",""harmony-shard-0"":""0x14a7b318fed66ffdcc80c1517c172c13852865de"",""ronin"":""0x97a9107c1793bc407d6f527b77e7fff4d812bece""}}]","4488f90d7122650fd07909e44bcc662a573db36004b6d83a53a69eca95db8c47","single_current_candidate_review_required","False"
"B3","B3","2","6486","1","b3","B3 (Base)","[{""id"":""b3"",""symbol"":""b3"",""name"":""B3 (Base)"",""platforms"":{""base"":""0xb3b32f9f8827d4634fe7d973fa1034ec9fddb3b3""}}]","819440f067d59b3f369b30118fb9673380b4717b6d34bf3d5e5f64d3096f7f97","single_current_candidate_review_required","False"
"BABY","BABY","2","9274","9","a-fund-baby|baby|baby-2|babylon|baby-samo-coin|babyswap|dancing-baby|deer-seized-by-us-government|niche-baby","A Fund Baby|BABY|Baby|Baby Samo Coin|Babylon|BabySwap|Dancing Baby|Deer Seized by US Government|Niche Baby","[{""id"":""a-fund-baby"",""symbol"":""baby"",""name"":""A Fund Baby"",""platforms"":{}},{""id"":""baby"",""symbol"":""baby"",""name"":""Baby"",""platforms"":{""solana"":""5hmf8Jt9puwoqiFQTb3vr22732ZTKYRLRw9Vo7tN3rcz""}},{""id"":""baby-2"",""symbol"":""baby"",""name"":""BABY"",""platforms"":{""solana"":""FjtQhyaGmYioRKA3enZkq3wVXLT121DwQ24W9d5Vmhw2""}},{""id"":""babylon"",""symbol"":""baby"",""name"":""Babylon"",""platforms"":{}},{""id"":""baby-samo-coin"",""symbol"":""baby"",""name"":""Baby Samo Coin"",""platforms"":{""solana"":""Uuc6hiKT9Y6ASoqs2phonGGw2LAtecfJu9yEohppzWH""}},{""id"":""babyswap"",""symbol"":""baby"",""name"":""BabySwap"",""platforms"":{""binance-smart-chain"":""0x53e562b9b7e5e94b81f10e96ee70ad06df3d2657""}},{""id"":""dancing-baby"",""symbol"":""baby"",""name"":""Dancing Baby"",""platforms"":{""ethereum"":""0xff931a7946d2fa11cf9123ef0dc6f6c7c6cb60c4""}},{""id"":""deer-seized-by-us-government"",""symbol"":""baby"",""name"":""Deer Seized by US Government"",""platforms"":{""solana"":""6pKHwNCpzgZuC9o5FzvCZkYSUGfQddhUYtMyDbEVpump""}},{""id"":""niche-baby"",""symbol"":""baby"",""name"":""Niche Baby"",""platforms"":{""solana"":""BEamfAJycLnX3ij9mR22T71XWdruM1uQik8TyL3Mpump""}}]","f2f5663cd740c697cfa3ae7831e532f8163b7f46bc306bdfcf3f25d8c0a46de2","ambiguous_current_candidates","False"
"BADGER","BADGER","2","16004","2","badger-badger-badger|badger-dao","Badger|badger badger badger","[{""id"":""badger-badger-badger"",""symbol"":""badger"",""name"":""badger badger badger"",""platforms"":{""solana"":""8kp7gVCTWVbNP257A7MHgsYheshqYGnqWbApS6f3pump""}},{""id"":""badger-dao"",""symbol"":""badger"",""name"":""Badger"",""platforms"":{""arbitrum-one"":""0xbfa641051ba0a0ad1b0acf549a89536a0d76472e"",""energi"":""0x32e6842a6ea6a913687885ac856c2493b5b12f6f"",""ethereum"":""0x3472a5a71965499acd81997a54bba8d852c6e53d"",""fantom"":""0x753fbc5800a8c8e3fb6dc6415810d627a387dfc9"",""harmony-shard-0"":""0x06b19a0ce12dc71f1c7a6dd39e8983e089c40e0d"",""xdai"":""0xdfc20ae04ed70bd9c7d720f449eedae19f659d65""}}]","5bc8e2760faf4b295455df8db9eb192f089673dce95f5ac873a0776df5de4cf0","ambiguous_current_candidates","False"
"BAL","BAL","2","9038","1","balancer","Balancer","[{""id"":""balancer"",""symbol"":""bal"",""name"":""Balancer"",""platforms"":{""arbitrum-one"":""0x040d1edc9569d4bab2d15287dc5a4f10f56a56b8"",""avalanche"":""0xe15bcb9e0ea69e6ab9fa080c4c4a5632896298c3"",""base"":""0x4158734d47fc9692176b5085e0f52ee0da5d47f1"",""energi"":""0x9b817c6e9a38e604606aea3ad6ed271ce8eaa9d6"",""ethereum"":""0xba100000625a3754423978a60c9317c58a424e3d"",""harmony-shard-0"":""0xdc5f76104d0b8d2bf2c2bbe06cdfe17004e9010f"",""huobi-token"":""0x045de15ca76e76426e8fc7cba8392a3138078d0f"",""near-protocol"":""ba100000625a3754423978a60c9317c58a424e3d.factory.bridge.near"",""optimistic-ethereum"":""0xfe8b128ba8c78aabc59d4c64cee7ff28e9379921"",""polygon-pos"":""0x9a71012b13ca4d3d0cdc72a177df3ef03b0e76a3"",""polygon-zkevm"":""0x120ef59b80774f02211563834d8e3b72cb1649d6"",""xdai"":""0x7ef541e2a22058048904fe5744f9c7e4c57af717""}}]","4760484ed0d649fed42b749059db558e3460b67fc3beb3413a4cddafc14c5dc3","single_current_candidate_review_required","False"
"BANANAS31","BANANAS31","2","8503","1","banana-for-scale-2","Banana For Scale","[{""id"":""banana-for-scale-2"",""symbol"":""bananas31"",""name"":""Banana For Scale"",""platforms"":{""binance-smart-chain"":""0x3d4f0513e8a29669b960f9dbca61861548a9a760""}}]","a1c74eb4d18e4dcf3ee34ce26aa5dae2cbb515a64f60bfc3ae0bfa212d89fdbd","single_current_candidate_review_required","False"
"BAND","BAND","2","3329","1","band-protocol","Band","[{""id"":""band-protocol"",""symbol"":""band"",""name"":""Band"",""platforms"":{""energi"":""0xb2ef65460bf71a05d59fdf5e8f114a32d445d164"",""ethereum"":""0xba11d00c5f74255f56a5e366f4f77f5a186d7f55"",""fantom"":""0x46e7628e8b4350b2716ab470ee0ba1fa9e76c6c5"",""osmosis"":""ibc/F867AE2112EFE646EC71A25CD2DFABB8927126AC1E19F1BBF0FF693A4ECA05DE""}}]","9ec6577815247b609cff8fe9873cd67978aef5489d99b39d27c85f1bd7af8f24","single_current_candidate_review_required","False"
"BAT","BAT","2","8959","3","basic-attention-token|batic|bitbat-token","Basic Attention|Batic|BitBat Token","[{""id"":""basic-attention-token"",""symbol"":""bat"",""name"":""Basic Attention"",""platforms"":{""avalanche"":""0x98443b96ea4b0858fdf3219cd13e98c7a4690588"",""energi"":""0xe8ba8d7765bd33ba7ff3b19b9020c15bf14123b6"",""ethereum"":""0x0d8775f648430679a709e98d2b0cb6250d2887ef"",""harmony-shard-0"":""0x2875b4cfab0a4cc4bdc7fbdf94b6e376826a4332"",""near-protocol"":""0d8775f648430679a709e98d2b0cb6250d2887ef.factory.bridge.near"",""polygon-pos"":""0x3cef98bb43d732e2f285ee605a8158cde967d219"",""solana"":""EPeUFDgHRxs9xxEPVaL6kfGQvCon7jmAWKVUHuux1Tpz""}},{""id"":""batic"",""symbol"":""bat"",""name"":""Batic"",""platforms"":{""polygon-pos"":""0xd9a1070f832cc02ff9d839500eef6e8c64983726""}},{""id"":""bitbat-token"",""symbol"":""bat"",""name"":""BitBat Token"",""platforms"":{""sei-v2"":""0x443ac9f358226f5f48f2cd10bc0121e7a6176323""}}]","976440aa1771bc792c6d4b0e792ba09d3fccb739218ca546f17ee89f4506fbf0","ambiguous_current_candidates","False"
"BCH","BCH","9","97816","2","binance-peg-bitcoin-cash|bitcoin-cash","Binance-Peg Bitcoin Cash|Bitcoin Cash","[{""id"":""binance-peg-bitcoin-cash"",""symbol"":""bch"",""name"":""Binance-Peg Bitcoin Cash"",""platforms"":{""binance-smart-chain"":""0x8ff795a6f4d97e7887c79bea79aba5cc76444adf""}},{""id"":""bitcoin-cash"",""symbol"":""bch"",""name"":""Bitcoin Cash"",""platforms"":{}}]","ab149a77304ca36b55c43cb9f6a7b79ba1784aaa9159671c4e99d0d47a131ec9","ambiguous_current_candidates","False"
"BDXN","BDXN","2","4244","1","bondex","Bondex","[{""id"":""bondex"",""symbol"":""bdxn"",""name"":""Bondex"",""platforms"":{""binance-smart-chain"":""0x1036b2379f506761f237fba7463857924ef21ce3"",""ethereum"":""0xbdbdbdd0c22888e63cb9098ad6d68439197cb091""}}]","d73a66fc2a1889743a9f73e19c266acdb33e65c01f9573cda10c6869261f203c","single_current_candidate_review_required","False"
"BEAM","BEAM","2","37908","2","beam|beam-2","Beam|BEAM","[{""id"":""beam"",""symbol"":""beam"",""name"":""BEAM"",""platforms"":{""ethereum"":""0xe5acbb03d73267c03349c76ead672ee4d941f499""}},{""id"":""beam-2"",""symbol"":""beam"",""name"":""Beam"",""platforms"":{""avalanche"":""0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce"",""base"":""0x2a66d51407b84b82b5aff3dec4d49f72cbcd322a"",""binance-smart-chain"":""0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce"",""ethereum"":""0x62d0a8458ed7719fdaf978fe5929c6d342b0bfce""}}]","866b90b0dc59d4ab500b5aa0a0705ae8b93f1c4538cf1a59a2fe8c716c4c2e15","ambiguous_current_candidates","False"
"BERA","BERA","4","26056","1","berachain-bera","Berachain","[{""id"":""berachain-bera"",""symbol"":""bera"",""name"":""Berachain"",""platforms"":{}}]","82fe5516445edd997c050b79d923bc08a351043b11129ee2941a25f71f5cda81","single_current_candidate_review_required","False"
"BICO","BICO","2","4690","1","biconomy","Biconomy","[{""id"":""biconomy"",""symbol"":""bico"",""name"":""Biconomy"",""platforms"":{""arbitrum-one"":""0xa68ec98d7ca870cf1dd0b00ebbb7c4bf60a8e74d"",""ethereum"":""0xf17e65822b568b3903685a7c9f496cf7656cc6c2""}}]","3815f46faf2939aabb0c75e9ebe3dee68592cdc30bcaaa9ab37c9c847827b5d1","single_current_candidate_review_required","False"
"BIGTIME","BIGTIME","2","6934","1","big-time","Big Time","[{""id"":""big-time"",""symbol"":""bigtime"",""name"":""Big Time"",""platforms"":{""ethereum"":""0x64bc2ca1be492be7185faa2c8835d9b824c8a194""}}]","3bf2b17e4fe586147014de719a3f6d6cf6b16bc7f102cd95cd5aaf8c1a1d1b0c","single_current_candidate_review_required","False"
"BIO","BIO","2","8751","2","bio-protocol|bio-unit-000","Bio Protocol|Bio Unit 000","[{""id"":""bio-protocol"",""symbol"":""bio"",""name"":""Bio Protocol"",""platforms"":{""base"":""0x226a2fa2556c48245e57cd1cba4c6c9e67077dd2"",""binance-smart-chain"":""0x226a2fa2556c48245e57cd1cba4c6c9e67077dd2"",""ethereum"":""0xcb1592591996765ec0efc1f92599a19767ee5ffa"",""solana"":""bioJ9JTqW62MLz7UKHU69gtKhPpGi1BQhccj2kmSvUJ""}},{""id"":""bio-unit-000"",""symbol"":""bio"",""name"":""Bio Unit 000"",""platforms"":{""base"":""0xd655790b0486fa681c23b955f5ca7cd5f5c8cb07""}}]","61e13fada3798e79059c813d41ced7255336f78bf2983ba44834cbd246d3ef48","ambiguous_current_candidates","False"
"BIT","BIT","2","1705","3","biconomy-exchange-token|bitdao|bitdealer","Biconomy Exchange Token|BitDAO|Bitdealer","[{""id"":""biconomy-exchange-token"",""symbol"":""bit"",""name"":""Biconomy Exchange Token"",""platforms"":{""binance-smart-chain"":""0xc864019047b864b6ab609a968ae2725dfaee808a""}},{""id"":""bitdao"",""symbol"":""bit"",""name"":""BitDAO"",""platforms"":{""ethereum"":""0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5""}},{""id"":""bitdealer"",""symbol"":""bit"",""name"":""Bitdealer"",""platforms"":{""solana"":""CyyhLNKtLrJ3ckVZkvytBW3TieAaAz7P6qsJLChDNfp""}}]","e1355225e48ee2fb81238b18ab33cd6309e85ebd0d4cb1faa8ab0a7b0e1ae282","ambiguous_current_candidates","False"
"BLUR","BLUR","2","10539","1","blur","Blur","[{""id"":""blur"",""symbol"":""blur"",""name"":""Blur"",""platforms"":{""ethereum"":""0x5283d291dbcf85356a21ba090e6db59121208b44""}}]","e4243cbf155de6618bec41415bdb8aa390b6da0f452c181dcc782481223a4af0","single_current_candidate_review_required","False"
"BLZ","BLZ","2","10419","1","bluzelle","Bluzelle","[{""id"":""bluzelle"",""symbol"":""blz"",""name"":""Bluzelle"",""platforms"":{""binance-smart-chain"":""0x935a544bf5816e3a7c13db2efe3009ffda0acda2"",""energi"":""0x3fa2c976654a6ba6dcb1e532a4b1e31fd4dcd3b9"",""ethereum"":""0x5732046a883704404f284ce41ffadd5b007fd668"",""osmosis"":""ibc/63CDD51098FD99E04E5F5610A3882CBE7614C441607BA6FCD7F3A3C1CD5325F8""}}]","f6eb820dd7b8ba9b67876fe5bf15cb6a63aaf4ae048ca75a36dd54f0a3aa0f5d","single_current_candidate_review_required","False"
"BMT","BMT","2","22125","2","bitcoin-maxi-tears-2|bubblemaps","Bitcoin Maxi Tears|Bubblemaps","[{""id"":""bitcoin-maxi-tears-2"",""symbol"":""bmt"",""name"":""Bitcoin Maxi Tears"",""platforms"":{""kasplex-2"":""0x35fba50f52e2aa305438134c646957066608d976""}},{""id"":""bubblemaps"",""symbol"":""bmt"",""name"":""Bubblemaps"",""platforms"":{""binance-smart-chain"":""0x7d814b9ed370ec0a502edc3267393bf62d891b62"",""solana"":""FQgtfugBdpFN7PZ6NdPrZpVLDBrPGxXesi4gVu3vErhY""}}]","7b23586de1b8b5f5132eda176491d094c530d6d8b699bc3bb42dad8b26300767","ambiguous_current_candidates","False"
"BNB","BNB","4","27147","2","anubis-bridged-bnb-anubis|binancecoin","Anubis Bridged BNB (Anubis)|BNB","[{""id"":""anubis-bridged-bnb-anubis"",""symbol"":""bnb"",""name"":""Anubis Bridged BNB (Anubis)"",""platforms"":{""anubis"":""0x699d13487ed6b78953da2750887b58ef738f9636""}},{""id"":""binancecoin"",""symbol"":""bnb"",""name"":""BNB"",""platforms"":{""ethereum"":""0xb8c77482e45f1f44de1745f52c74426c631bdd52""}}]","59e1ce99184562ea20cb5e6064b6ba8a1c98ec912e4903a71beed74b2f9c36ed","ambiguous_current_candidates","False"
"BNC","BNC","2","3136","2","bifrost-native-coin|bnc","Bifrost|BNC","[{""id"":""bifrost-native-coin"",""symbol"":""bnc"",""name"":""Bifrost"",""platforms"":{""polkadot"":""""}},{""id"":""bnc"",""symbol"":""bnc"",""name"":""BNC"",""platforms"":{""binance-smart-chain"":""0x6d99031eeff9e38f65f6e473897805992c9ca80d""}}]","789cb8d604388e8711a029db7075b56feb97030f617b43fd35969e9b6fec62e0","ambiguous_current_candidates","False"
"BNT","BNT","2","3361","1","bancor","Bancor Network","[{""id"":""bancor"",""symbol"":""bnt"",""name"":""Bancor Network"",""platforms"":{""energi"":""0x9419e8edcf570a71eb0dd006602949742b711a80"",""ethereum"":""0x1f573d6fb3f13d689ff844b4ce37794d79a7ff1c""}}]","3feb409103f2a13522e7bcb06381d7f4ce5409cf368e4d0e39cb56c3e79526ba","single_current_candidate_review_required","False"
"BOBA","BOBA","2","10051","2","bobacat|boba-network","Boba Cat|Boba Network","[{""id"":""bobacat"",""symbol"":""boba"",""name"":""Boba Cat"",""platforms"":{""ethereum"":""0x6ecf5fe60e27cd03abdba3a19af8dc6845a0da58""}},{""id"":""boba-network"",""symbol"":""boba"",""name"":""Boba Network"",""platforms"":{""boba"":""0xa18bf3994c0cc6e3b63ac420308e5383f53120d7"",""ethereum"":""0x42bbfa2e77757c645eeaad1655e0911a7553efbc""}}]","11b7f3a739cc94030a7205fc8ef39ffbcbddc5fb43ddc9affbf57c13d71432b4","ambiguous_current_candidates","False"
"BODEN","BODEN","2","13570","1","jeo-boden","Jeo Boden","[{""id"":""jeo-boden"",""symbol"":""boden"",""name"":""Jeo Boden"",""platforms"":{""solana"":""3psH1Mj1f7yUfaD5gh6Zj7epE8hhrMkMETgv5TshQA4o""}}]","ead3520d6a91f0a4b253896418001c2877f46dfeee9c88d73ac3c3015e7f9c35","single_current_candidate_review_required","False"
"BOND","BOND","2","10429","1","barnbridge","BarnBridge","[{""id"":""barnbridge"",""symbol"":""bond"",""name"":""BarnBridge"",""platforms"":{""arbitrum-one"":""0x0d81e50bc677fa67341c44d7eaa9228dee64a4e1"",""ethereum"":""0x0391d2021f89dc339f60fff84546ea23e337750f"",""optimistic-ethereum"":""0x3e7ef8f50246f725885102e8238cbba33f276747""}}]","a2a4f14455ba9805e3429dd09d33abe6e8ebfb657245fe8add80676cb472e3f3","single_current_candidate_review_required","False"
"BONK","BONK","2","67478","4","based-bonk|bonk|bonk-on-base|bonk-on-eth","Based Bonk|Bonk|Bonk On Base|BONK on ETH","[{""id"":""based-bonk"",""symbol"":""bonk"",""name"":""Based Bonk"",""platforms"":{""base"":""0x2dc1c8be620b95cba25d78774f716f05b159c8b9""}},{""id"":""bonk"",""symbol"":""bonk"",""name"":""Bonk"",""platforms"":{""aptos"":""0x2a90fae71afc7460ee42b20ee49a9c9b29272905ad71fef92fbd8b3905a24b56"",""arbitrum-one"":""0x09199d9a5f4448d0848e4395d065e1ad9c4a1f74"",""binance-smart-chain"":""0xa697e272a73744b343528c3bc4702f2565b2f422"",""ethereum"":""0x1151cb3d861920e07a38e03eead12c32178567f6"",""neon-evm"":""0xd4b6520f7fb78e1ee75639f3376c581a71bcdb0e"",""polygon-pos"":""0xe5b49820e5a1063f6f4ddf851327b5e8b2301048"",""solana"":""DezXAZ8z7PnrnRJjz3wXBoRgixCa6xjnB7YaB1pPB263"",""unichain"":""0xbbe97f3522101e5b6976cbf77376047097ba837f""}},{""id"":""bonk-on-base"",""symbol"":""bonk"",""name"":""Bonk On Base"",""platforms"":{""base"":""0x72499bddb67f4ca150e1f522ca82c87bc9fb18c8""}},{""id"":""bonk-on-eth"",""symbol"":""bonk"",""name"":""BONK on ETH"",""platforms"":{""ethereum"":""0x4fbaf51b95b024d0d7cab575be2a1f0afedc9b64""}}]","5032decd127b8d739cd1713cd0f67dc103435b9ed8c53627b3bd46c84f37915c","ambiguous_current_candidates","False"
"BRICK","BRICK","2","10310","2","brickcoin|brickton","brickcoin|BRICKTON","[{""id"":""brickcoin"",""symbol"":""brick"",""name"":""brickcoin"",""platforms"":{""solana"":""Fv73EXJBRfctJzLVC3P7uQP6er6JU8b4KtDr4LQFpump""}},{""id"":""brickton"",""symbol"":""brick"",""name"":""BRICKTON"",""platforms"":{""solana"":""8Byg9wi43TNzgJpYta6UXxPz3LPe8v6ZwvmWWoWQpump""}}]","16ef6c3badeec0d29816472fa8f67e72e61cc65b778d0cc53a3ae055a3abd80c","ambiguous_current_candidates","False"
"BSX","BSX","2","8139","2","basex|basilisk","BaseX|Basilisk","[{""id"":""basex"",""symbol"":""bsx"",""name"":""BaseX"",""platforms"":{""base"":""0xd5046b976188eb40f6de40fb527f89c05b323385""}},{""id"":""basilisk"",""symbol"":""bsx"",""name"":""Basilisk"",""platforms"":{}}]","ee6dfc1ce78511f9d80079a795febe49bf1f154b7f9613a8c9ae288c86bacd55","ambiguous_current_candidates","False"
"BTT","BTT","2","13791","1","bittorrent","BitTorrent","[{""id"":""bittorrent"",""symbol"":""btt"",""name"":""BitTorrent"",""platforms"":{""binance-smart-chain"":""0x352cb5e19b12fc216548a2677bd0fce83bae434b"",""bittorrent"":""0x0000000000000000000000000000000000001010"",""energi"":""0xf1bdcf2d4163adf9554111439dabdd6f18ff9ba7"",""ethereum"":""0xc669928185dbce49d2230cc9b0979be6dc797957"",""tron"":""TAFjULxiVgT4qWk6UZwjqwZXTSaGaqnVp4""}}]","b270327694f5c7ce04e0ca6248b159f736134438988cc47ed6835e597b9a9350","single_current_candidate_review_required","False"
"C98","C98","2","1486","1","coin98","Coin98","[{""id"":""coin98"",""symbol"":""c98"",""name"":""Coin98"",""platforms"":{""binance-smart-chain"":""0xaec945e04baf28b135fa7c640f624f8d90f1c3a6"",""ethereum"":""0xae12c5930881c53715b369cec7606b70d8eb229f"",""polygon-pos"":""0x77f56cf9365955486b12c4816992388ee8606f0e"",""solana"":""C98A4nkJXhpVZNAZdHUA95RpTF3T4whtQubL3YobiUX9"",""tomochain"":""0x0fd0288aaae91eaf935e2ec14b23486f86516c8c""}}]","cffcdeb149b1a878b8e75a850f7f24f640daa669364f47ccb3a6d5a1af4ec9c9","single_current_candidate_review_required","False"
"CAKE","CAKE","2","5108","1","pancakeswap-token","PancakeSwap","[{""id"":""pancakeswap-token"",""symbol"":""cake"",""name"":""PancakeSwap"",""platforms"":{""aptos"":""0x159df6b7689437016108a019fd5bef736bac692b6d4a1f10c941f6fbb9a74ca6::oft::CakeOFT"",""arbitrum-one"":""0x1b896893dfc86bb67cf57767298b9073d2c1ba2c"",""base"":""0x3055913c90fcc1a6ce9a358911721eeb942013a1"",""binance-smart-chain"":""0x0e09fabb73bd3ade0a17ecc321fd13a19e81ce82"",""ethereum"":""0x152649ea73beab28c5b49b26eb48f7ead6d4c898"",""linea"":""0x0d1e753a25ebda689453309112904807625befbe"",""opbnb"":""0x2779106e4f4a8a28d77a24c18283651a2ae22d1c"",""polygon-zkevm"":""0x0d1e753a25ebda689453309112904807625befbe"",""solana"":""4qQeZ5LwSz6HuupUu8jCtgXyW1mYQcNbFAW1sWZp89HL"",""zksync"":""0x3a287a06c66f9e95a56327185ca2bdf5f031cecd""}}]","e0b717d1d58fe4a722fd0c17303035114bc0a900c58751f6d4c773c16a6ad3bb","single_current_candidate_review_required","False"
