"base_asset_id","base_exchange_symbol","candidate_ids","mapping_status","approved_coingecko_id","decision_basis","evidence_note"
"TRAC","TRAC","origintrail|trac","APPROVED","origintrail","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: origintrail:2|trac:0"
"TREMP","TREMP","donald-tremp","APPROVED","donald-tremp","KRAKEN_HISTORICAL_LISTING_NAME_TICKER","Kraken explicitly identifies Doland Tremp (TREMP); selects AF-002 donald-tremp. Source: https://blog.kraken.com/product/asset-listings/trading-for-tremp-tnsr-zeus-and-more-starts-now"
"TRU","TRU","truebit-protocol|truefi","APPROVED","truefi","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: truebit-protocol:0|truefi:2"
"TRUMP","TRUMP","bridged-maga-wormhole|maga|meme-trumpcoin|official-trump","APPROVED","official-trump","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: bridged-maga-wormhole:0|maga:0|meme-trumpcoin:0|official-trump:4"
"TRX","TRX","solana-bridged-trx-solana|tron|tron-bsc","APPROVED","tron","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: solana-bridged-trx-solana:0|tron:3|tron-bsc:0"
"TURBO","TURBO","based-turbo|turbo|turbodex|turboloop-token|turbo-on-robinhood|turbo-win","APPROVED","turbo","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: based-turbo:0|turbo:1|turbodex:0|turboloop-token:0|turbo-on-robinhood:0|turbo-win:0"
"TUSD","TUSD","bridged-trueusd|true-usd","APPROVED","true-usd","KRAKEN_ASSET_PAGE_CANONICAL_TICKER","Kraken identifies canonical True USD/TrueUSD (TUSD); selects AF-002 true-usd rather than Bridged TrueUSD. Source: https://www.kraken.com/prices/true-usd"
"TVK","TVK","the-virtua-kolect","APPROVED","the-virtua-kolect","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Terra Virtua Kolect/The Virtua Kolect and token TVK; AF-002 stable candidate id is the-virtua-kolect and its current candidate name is Virtua. Source: https://www.kraken.com/buy/tvk"
"UFD","UFD","unicorn-fart-dust","APPROVED","unicorn-fart-dust","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: unicorn-fart-dust:1"
"UMA","UMA","uma","APPROVED","uma","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: uma:2"
"UNFI","UNFI","unifi-protocol-dao","APPROVED","unifi-protocol-dao","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: unifi-protocol-dao:2"
"UNI","UNI","linea-bridged-uni-linea|uni|unicorn-token|uniswap|uniswap-wormhole","APPROVED","uniswap","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: linea-bridged-uni-linea:0|uni:0|unicorn-token:0|uniswap:3|uniswap-wormhole:0"
"USDC","USDC","anubis-bridged-usdc-anubis|beam-bridged-usdc-beam|bifrost-bridged-usdc-bifrost|binance-bridged-usdc-bnb-smart-chain|bridged-usdc|bridged-usdc-chainport|bridged-usdc-core|bridged-usdc-immutable-zkevm|bridged-usdc-moonriver|bridged-usd-coin-linea|bridged-usd-coin-manta-pacific|bridged-usd-coin-scroll|bridged-usd-coin-starkgate|ccip-bridged-usdc-ronin|celer-bridged-usdc-astar|celer-bridged-usdc-conflux|celer-bridged-usdc-filecoin|cronos-bridged-usdc-cronos|cronos-zkevm-bridged-usdc-cronos-zkevm|eclipse-bridged-usdc-eclipse|edu-chain-bridged-usdc-edu-chain|energi-bridged-usdc-energi|fraxtal-bridged-usdc-fraxtal|gnosis-xdai-bridged-usdc-gnosis|hyperlane-bridged-usdc-igra|hyperlane-bridged-usdc-lukso|hyperlane-bridged-usdc-mantra-evm|ima-bridged-usdc-skale|initia-bridged-usdc-initia|kucoin-bridged-usdc-kucoin-community-chain|layerzero-bridged-usdc-aptos|layerzero-bridged-usdc-etherlink|lens-bridged-usdc-lens|mantle-bridged-usdc-mantle|mode-bridged-usdc-mode|morph-l2-bridged-usdc-morph-l2|multichain-bridged-usdc-dogechain|multichain-bridged-usdc-fantom|near-intents-bridged-usdc|neonpass-bridged-usdc-neon|nomad-bridged-usdc-moonbeam|nova-usdc|official-arbitrum-bridged-usdc-arbitrum-nova|polygon-hermez-bridged-usdc-polygon-zkevm|polygon-hermez-bridged-usdc-x-layer|q-bridged-usdc-q-mainnet|rainbow-bridged-usdc-aurora|shido-bridged-usdc|sophon-bridged-usdc-sophon|superseed-bridged-usdc-superseed|synapse-bridged-usdc-elastos|taiko-bridged-usdc-taiko|thundercore-bridged-usdc-thundercore|upside-down-cat|usd-coin|usd-coin-pulsechain|wanchain-bridged-usdc-cardano|wormhole-bridged-usdc-fantom|zero-network-bridged-usdc-zero-network|zksync-bridged-usdc-zksync","APPROVED","usd-coin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: anubis-bridged-usdc-anubis:0|beam-bridged-usdc-beam:0|bifrost-bridged-usdc-bifrost:0|binance-bridged-usdc-bnb-smart-chain:0|bridged-usdc:0|bridged-usdc-chainport:0|bridged-usdc-core:0|bridged-usdc-immutable-zkevm:0|bridged-usdc-moonriver:0|bridged-usd-coin-linea:0|bridged-usd-coin-manta-pacific:0|bridged-usd-coin-scroll:0|bridged-usd-coin-starkgate:0|ccip-bridged-usdc-ronin:0|celer-bridged-usdc-astar:0|celer-bridged-usdc-conflux:0|celer-bridged-usdc-filecoin:0|cronos-bridged-usdc-cronos:0|cronos-zkevm-bridged-usdc-cronos-zkevm:0|eclipse-bridged-usdc-eclipse:0|edu-chain-bridged-usdc-edu-chain:0|energi-bridged-usdc-energi:0|fraxtal-bridged-usdc-fraxtal:0|gnosis-xdai-bridged-usdc-gnosis:0|hyperlane-bridged-usdc-igra:0|hyperlane-bridged-usdc-lukso:0|hyperlane-bridged-usdc-mantra-evm:0|ima-bridged-usdc-skale:0|initia-bridged-usdc-initia:0|kucoin-bridged-usdc-kucoin-community-chain:0|layerzero-bridged-usdc-aptos:0|layerzero-bridged-usdc-etherlink:0|lens-bridged-usdc-lens:0|mantle-bridged-usdc-mantle:0|mode-bridged-usdc-mode:0|morph-l2-bridged-usdc-morph-l2:0|multichain-bridged-usdc-dogechain:0|multichain-bridged-usdc-fantom:0|near-intents-bridged-usdc:0|neonpass-bridged-usdc-neon:0|nomad-bridged-usdc-moonbeam:0|nova-usdc:0|official-arbitrum-bridged-usdc-arbitrum-nova:0|polygon-hermez-bridged-usdc-polygon-zkevm:0|polygon-hermez-bridged-usdc-x-layer:0|q-bridged-usdc-q-mainnet:0|rainbow-bridged-usdc-aurora:0|shido-bridged-usdc:0|sophon-bridged-usdc-sophon:0|superseed-bridged-usdc-superseed:0|synapse-bridged-usdc-elastos:0|taiko-bridged-usdc-taiko:0|thundercore-bridged-usdc-thundercore:0|upside-down-cat:0|usd-coin:7|usd-coin-pulsechain:0|wanchain-bridged-usdc-cardano:0|wormhole-bridged-usdc-fantom:0|zero-network-bridged-usdc-zero-network:0|zksync-bridged-usdc-zksync:0"
"USDD","USDD","usdd","APPROVED","usdd","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: usdd:1"
"USDG","USDG","global-dollar","APPROVED","global-dollar","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: global-dollar:2"
"USDQ","USDQ","quantoz-usdq","APPROVED","quantoz-usdq","KRAKEN_ASSET_PAGE_ISSUER_TICKER","Kraken states USDQ is built by Quantoz and uses ticker USDQ; AF-002 candidate Quantoz USDQ matches. Source: https://www.kraken.com/prices/usdq"
"USDR","USDR","real-usd|ring-usd|stablr-usd|us-diamond-reserve|usdr","APPROVED","stablr-usd","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Stablr USD (USDR); selects AF-002 stablr-usd. Source: https://www.kraken.com/prices/stablr-usd"
"USDS","USDS","sperax-usd|usds","APPROVED","usds","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: sperax-usd:0|usds:1"
"USDT","USDT","abstract-bridged-usdt-abstract|alcor-ibc-bridged-usdt-wax|areon-bridged-usdt-areon-network|beam-bridged-usdt-beam|bob-network-bridged-usdt-bob-network|bot-chain-bridged-usdt-bot-chain|bridged-tether-fuse|bridged-tether-linea|bridged-tether-manta-pacific|bridged-tether-opbnb|bridged-tether-scroll|bridged-tether-starkgate|bridged-usdt|bridged-usdt-core|celer-bridged-usdt-astar|celer-bridged-usdt-conflux|cronos-bridged-usdt-cronos|eni-bridged-usdt-eni|gnosis-xdai-bridged-usdt-gnosis|hieswap-bridged-usdt-fonchain|injective-bridged-usdt-injective|kaia-bridged-usdt-kaia|krown-bridged-usdt-krown|kub-bridged-usdt-kub|kucoin-bridged-usdt-kucoin-community-chain|l2-standard-bridged-usdt-base|lisk-bridged-usdt|mode-bridged-usdt-mode|morph-l2-bridged-usdt-morph-l2|near-intents-bridged-usdt|nova-tether-usd|osmosis-allusdt|polygon-hermez-bridged-usdt-polygon-zkevm|polygon-hermez-bridged-usdt-x-layer|redbelly-bridged-usdt-redbelly|shimmerbridge-bridged-usdt-shimmerevm|soneium-bridged-usdt-soneium|sonic-bridged-usdt-sonic|sophon-bridged-usdt-sophon|stargate-bridged-usdt|tac-bridged-usdt-tac|tether|tether-pulsechain|tether-usd-wormhole-from-ethereum|thundercore-bridged-usdt-thundercore|unichain-bridged-usdt-unichain|units-network-bridged-usdt-units-network|viction-bridged-usdt","APPROVED","tether","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: abstract-bridged-usdt-abstract:0|alcor-ibc-bridged-usdt-wax:0|areon-bridged-usdt-areon-network:0|beam-bridged-usdt-beam:0|bob-network-bridged-usdt-bob-network:0|bot-chain-bridged-usdt-bot-chain:0|bridged-tether-fuse:0|bridged-tether-linea:0|bridged-tether-manta-pacific:0|bridged-tether-opbnb:0|bridged-tether-scroll:0|bridged-tether-starkgate:0|bridged-usdt:0|bridged-usdt-core:0|celer-bridged-usdt-astar:0|celer-bridged-usdt-conflux:0|cronos-bridged-usdt-cronos:0|eni-bridged-usdt-eni:0|gnosis-xdai-bridged-usdt-gnosis:0|hieswap-bridged-usdt-fonchain:0|injective-bridged-usdt-injective:0|kaia-bridged-usdt-kaia:0|krown-bridged-usdt-krown:0|kub-bridged-usdt-kub:0|kucoin-bridged-usdt-kucoin-community-chain:0|l2-standard-bridged-usdt-base:0|lisk-bridged-usdt:0|mode-bridged-usdt-mode:0|morph-l2-bridged-usdt-morph-l2:0|near-intents-bridged-usdt:0|nova-tether-usd:0|osmosis-allusdt:0|polygon-hermez-bridged-usdt-polygon-zkevm:0|polygon-hermez-bridged-usdt-x-layer:0|redbelly-bridged-usdt-redbelly:0|shimmerbridge-bridged-usdt-shimmerevm:0|soneium-bridged-usdt-soneium:0|sonic-bridged-usdt-sonic:0|sophon-bridged-usdt-sophon:0|stargate-bridged-usdt:0|tac-bridged-usdt-tac:0|tether:7|tether-pulsechain:0|tether-usd-wormhole-from-ethereum:0|thundercore-bridged-usdt-thundercore:0|unichain-bridged-usdt-unichain:0|units-network-bridged-usdt-units-network:0|viction-bridged-usdt:0"
"UST","UST","terrausd-wormhole","UNVERIFIED","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE","No unique independently verified CoinGecko-to-Kraken identity bridge; no inference applied."
"USUAL","USUAL","usual","APPROVED","usual","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: usual:1"
"VANRY","VANRY","vanar-chain|vanar-chain-2","APPROVED","vanar-chain","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: vanar-chain:2|vanar-chain-2:0"
"VELODROME","VELODROME","","APPROVED","velodrome-finance","KRAKEN_PROJECT_PLUS_COINGECKO_REFERENCE","Kraken identifies Velodrome Finance (VELODROME); CoinGecko reference evidence uniquely matches Velodrome Finance to velodrome-finance / VELO. Source: https://www.kraken.com/prices/velodrome-finance Secondary source: candidate-analysis/CFA-Stage2-Expanded-CoinGecko-Candidates.csv"
"VINE","VINE","do-it-for-the-vine|vine","APPROVED","vine","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Vine Coin (VINE); selects AF-002 vine over Do it for the Vine. Source: https://www.kraken.com/gb/prices/vine"
"VIRTUAL","VIRTUAL","virtual-protocol","APPROVED","virtual-protocol","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: virtual-protocol:3"
"VVV","VVV","venice-token","APPROVED","venice-token","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: venice-token:2"
"W","W","victorious|w|w-2|w-coin|wormhole","APPROVED","wormhole","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: victorious:0|w:0|w-2:0|w-coin:0|wormhole:2"
"WAL","WAL","walrus-2","APPROVED","walrus-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: walrus-2:1"
"WAXL","WAXL","wrapped-axelar","APPROVED","wrapped-axelar","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Wrapped Axelar (WAXL); AF-002 candidate matches. Source: https://www.kraken.com/prices/wrapped-axelar"
"WBTC","WBTC","arbitrum-bridged-wbtc-arbitrum-one|bridged-btc-superposition|bridged-wbtc|bridged-wrapped-bitcoin-bob-network|bridged-wrapped-bitcoin-scroll|bridged-wrapped-bitcoin-starkgate|bridged-wrapped-bitcoin-worldchain|celer-bridged-wbtc-conflux|celo-bridged-wbtc-celo|cronos-bridged-wbtc-cronos|cronos-zkevm-bridged-wbtc-cronos-zkevm|etherlink-bridged-wbtc-etherlink|eureka-bridged-wbtc-neutron|eureka-bridged-wbtc-terra|fantom-bridged-wbtc-fantom|fuse-bridged-wbtc-fuse|gnosis-xdai-bridged-wbtc-gnosis-chain|hemi-bridged-wbtc-hemi|linea-bridged-wbtc-linea|lisk-bridged-wbtc-lisk|merlin-chain-bridged-wrapped-btc-merlin|metis-bridged-wbtc-metis-andromeda|mode-bridged-wbtc-mode|multichain-bridged-wbtc-energi|multichain-bridged-wbtc-moonriver|polygon-bridged-wbtc-polygon-pos|polygon-zkevm-bridged-wbtc-polygon-zkevm|rainbow-bridged-wbtc-aurora|rainbow-bridged-wbtc-near-protocol|skale-ima-bridged-wbtc|sui-bridged-wbtc-sui|unichain-bridged-wbtc-unichain-2|wrapped-bitcoin|wrapped-bitcoin-pulsechain|wrapped-btc-wormhole|zksync-bridged-wbtc-zksync","APPROVED","wrapped-bitcoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: arbitrum-bridged-wbtc-arbitrum-one:0|bridged-btc-superposition:0|bridged-wbtc:0|bridged-wrapped-bitcoin-bob-network:0|bridged-wrapped-bitcoin-scroll:0|bridged-wrapped-bitcoin-starkgate:0|bridged-wrapped-bitcoin-worldchain:0|celer-bridged-wbtc-conflux:0|celo-bridged-wbtc-celo:0|cronos-bridged-wbtc-cronos:0|cronos-zkevm-bridged-wbtc-cronos-zkevm:0|etherlink-bridged-wbtc-etherlink:0|eureka-bridged-wbtc-neutron:0|eureka-bridged-wbtc-terra:0|fantom-bridged-wbtc-fantom:0|fuse-bridged-wbtc-fuse:0|gnosis-xdai-bridged-wbtc-gnosis-chain:0|hemi-bridged-wbtc-hemi:0|linea-bridged-wbtc-linea:0|lisk-bridged-wbtc-lisk:0|merlin-chain-bridged-wrapped-btc-merlin:0|metis-bridged-wbtc-metis-andromeda:0|mode-bridged-wbtc-mode:0|multichain-bridged-wbtc-energi:0|multichain-bridged-wbtc-moonriver:0|polygon-bridged-wbtc-polygon-pos:0|polygon-zkevm-bridged-wbtc-polygon-zkevm:0|rainbow-bridged-wbtc-aurora:0|rainbow-bridged-wbtc-near-protocol:0|skale-ima-bridged-wbtc:0|sui-bridged-wbtc-sui:0|unichain-bridged-wbtc-unichain-2:0|wrapped-bitcoin:2|wrapped-bitcoin-pulsechain:0|wrapped-btc-wormhole:0|zksync-bridged-wbtc-zksync:0"
"WCT","WCT","connect-token-wct","APPROVED","connect-token-wct","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: connect-token-wct:2"
"WELL","WELL","moonwell-artemis","APPROVED","moonwell-artemis","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: moonwell-artemis:2"
"WEN","WEN","wen-4|wen-6|wen-lambo-2|wen-token","APPROVED","wen-4","KRAKEN_PLUS_COINGECKO_CANONICAL_ID","Kraken identifies Wen (WEN); CoinGecko canonical Wen page reports API ID wen-4 and Solana lineage; selects AF-002 wen-4. Source: https://blog.kraken.com/product/asset-listings/trading-for-tremp-tnsr-zeus-and-more-starts-now Secondary source: https://www.coingecko.com/en/coins/wen-solana"
"WIF","WIF","dogwifcoin|dogwifhat-base|dogwifhood|robinwifhat|wif-on-eth|wif-secondchance|world-is-flat","APPROVED","dogwifcoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: dogwifcoin:3|dogwifhat-base:0|dogwifhood:0|robinwifhat:0|wif-on-eth:0|wif-secondchance:0|world-is-flat:0"
"WIN","WIN","win-2|win-3|wink|winklink-bsc","APPROVED","wink","KRAKEN_PLUS_COINGECKO_CANONICAL_ID","Kraken and CoinGecko both identify WINkLink (WIN); selects AF-002 wink rather than the BSC representation. Source: https://www.kraken.com/prices/winklink Secondary source: https://www.coingecko.com/en/coins/winklink"
"WLD","WLD","worldcoin-wld","APPROVED","worldcoin-wld","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: worldcoin-wld:2"
"WOO","WOO","woo|woo-network","APPROVED","woo-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: woo:0|woo-network:2"
"XCN","XCN","chain-2","APPROVED","chain-2","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: chain-2:2"
"XETC","ETC","ethereum-classic","APPROVED","ethereum-classic","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ethereum-classic:2"
"XETH","ETH","anubis-bridged-eth-anubis|bifrost-bridged-eth-bifrost|bridged-binance-peg-ethereum-opbnb|bridged-wrapped-ether-eclipse|bridged-wrapped-ether-starkgate|ethereum|ethereum-wormhole|immutable-zkevm-bridged-eth|krown-bridged-eth-krown|near-intents-bridged-eth|nova-eth|osmosis-alleth|the-infinite-garden|the-ticker-is-eth","APPROVED","ethereum","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: anubis-bridged-eth-anubis:0|bifrost-bridged-eth-bifrost:0|bridged-binance-peg-ethereum-opbnb:0|bridged-wrapped-ether-eclipse:0|bridged-wrapped-ether-starkgate:0|ethereum:10|ethereum-wormhole:0|immutable-zkevm-bridged-eth:0|krown-bridged-eth-krown:0|near-intents-bridged-eth:0|nova-eth:0|osmosis-alleth:0|the-infinite-garden:0|the-ticker-is-eth:0"
"XLTC","LTC","binance-peg-litecoin|litecoin","APPROVED","litecoin","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-litecoin:0|litecoin:8"
"XMLN","MLN","melon","APPROVED","melon","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: melon:2"
"XREP","REP","augur","UNVERIFIED","","UNVERIFIED_REP_REPV2_TOKEN_VERSION_CONFLICT","Kraken explicitly treats REP and REPv2 as distinct assets. AF-002 augur and the direct augur response carry contract 0x221657776846890989a759ba2973e427dff5c9bb which is the REPv2 token; the XREP/REP approval is withdrawn pending an independently verified CoinGecko identity for pre-v2 REP. Source: https://blog.kraken.com/news/repv2-goes-live-august-4-as-augur-prediction-market-upgrades Secondary source: https://etherscan.io/token/0x221657776846890989a759ba2973e427dff5c9bb"
"XRT","XRT","robonomics-network|robonomics-network-2","APPROVED","robonomics-network-2","KRAKEN_PLUS_COINGECKO_MIGRATION_ID","Kraken identifies Robonomics.network (XRT); CoinGecko canonical page records migration from the old contract to the current Robonomics Network record; selects AF-002 robonomics-network-2. Source: https://www.kraken.com/prices/robonomics.network Secondary source: https://www.coingecko.com/en/coins/robonomics-network"
"XTZ","XTZ","binance-peg-tezos-token|tezos","APPROVED","tezos","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-tezos-token:0|tezos:3"
"XXBT","XBT","xbt","APPROVED","bitcoin","KRAKEN_LEGACY_CODE_PLUS_COINGECKO_REFERENCE","Kraken explicitly maps XXBT to XBT and XBT to BTC for Bitcoin; CoinGecko reference evidence uniquely matches Bitcoin to stable id bitcoin / BTC. Source: https://support.kraken.com/hc/articles/360001206766-bitcoin-currency-code-xbt-vs-btc Secondary source: candidate-analysis/CFA-Stage2-Expanded-CoinGecko-Candidates.csv"
"XXDG","XDG","","APPROVED","dogecoin","KRAKEN_LEGACY_CODE_PLUS_COINGECKO_REFERENCE","Kraken explicitly maps XXDG to XDG and XDG to DOGE; CoinGecko reference evidence uniquely matches Dogecoin to stable id dogecoin / DOGE. Source: https://support.kraken.com/hc/articles/360001206766-bitcoin-currency-code-xbt-vs-btc Secondary source: candidate-analysis/CFA-Stage2-Expanded-CoinGecko-Candidates.csv"
"XXLM","XLM","stellar","APPROVED","stellar","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: stellar:3"
"XXMR","XMR","monero","APPROVED","monero","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: monero:4"
"XXRP","XRP","binance-peg-xrp|harrypotterobamapacman8inu|near-intents-bridged-xrp|ripple|warioxrpdumbledoreyugioh69inu","APPROVED","ripple","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-xrp:0|harrypotterobamapacman8inu:0|near-intents-bridged-xrp:0|ripple:7|warioxrpdumbledoreyugioh69inu:0"
"XZEC","ZEC","binance-peg-zcash-token|near-intents-bridged-zec|omnibridge-bridged-zcash-solana|zcash","APPROVED","zcash","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: binance-peg-zcash-token:0|near-intents-bridged-zec:0|omnibridge-bridged-zcash-solana:0|zcash:2"
"YFI","YFI","yearn-finance|yfi","APPROVED","yearn-finance","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: yearn-finance:2|yfi:0"
"YGG","YGG","yield-guild-games","APPROVED","yield-guild-games","KRAKEN_ASSET_PAGE_NAME_TICKER","Kraken identifies Yield Guild Games (YGG); AF-002 candidate matches. Source: https://www.kraken.com/prices/yield-guild-games"
"ZAUD","AUD","","NOT_APPLICABLE","","AF001_FIAT_BASE_IDENTITY","CoinGecko crypto mapping is not applicable to fiat base AUD. Source: candidate-analysis/ASRP-Q2-Pair-Identity-Frozen-v1.0.0.csv"
"ZEREBRO","ZEREBRO","zerebro","APPROVED","zerebro","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: zerebro:2"
"ZETA","ZETA","zetachain|zeta-global-holdings-corp-robinhood-token","APPROVED","zetachain","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: zetachain:2|zeta-global-holdings-corp-robinhood-token:0"
"ZEUR","EUR","","NOT_APPLICABLE","","AF001_FIAT_BASE_IDENTITY","CoinGecko crypto mapping is not applicable to fiat base EUR. Source: candidate-analysis/ASRP-Q2-Pair-Identity-Frozen-v1.0.0.csv"
"ZEUS","ZEUS","ansems-dog|pepes-dog|zeus-3|zeus-4|zeus-ai|zeus-network|zeuspepesdog","APPROVED","zeus-network","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: ansems-dog:0|pepes-dog:0|zeus-3:0|zeus-4:0|zeus-ai:0|zeus-network:2|zeuspepesdog:0"
"ZEX","ZEX","zeta","APPROVED","zeta","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: zeta:2"
"ZGBP","GBP","","NOT_APPLICABLE","","AF001_FIAT_BASE_IDENTITY","CoinGecko crypto mapping is not applicable to fiat base GBP. Source: candidate-analysis/ASRP-Q2-Pair-Identity-Frozen-v1.0.0.csv"
"ZK","ZK","zksync","APPROVED","zksync","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: zksync:1"
"ZORA","ZORA","zora","APPROVED","zora","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: zora:1"
"ZRO","ZRO","layerzero","APPROVED","layerzero","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: layerzero:2"
"ZRX","ZRX","0x","APPROVED","0x","UNIQUE_CURRENT_KRAKEN_PAIR_BRIDGE","CoinGecko/Kraken bridge count evidence: 0x:2"
"ZUSD","USD","turbousd-unstablecoin|unstable-states-dollar","NOT_APPLICABLE","","AF001_FIAT_BASE_IDENTITY","CoinGecko crypto mapping is not applicable to fiat base USD. Source: candidate-analysis/ASRP-Q2-Pair-Identity-Frozen-v1.0.0.csv"
