"base_asset_id","base_exchange_symbol","quote_exchange_symbols","candidate_count","candidate_ids","active_candidate_ids","kraken_pair_bridge_candidate_ids","kraken_pair_bridge_counts","cfa_independent_review_decision","approved_candidate_id"
"WAL","WAL","EUR|USD","1","walrus-2","","walrus-2","walrus-2:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","walrus-2"
"WAXL","WAXL","EUR|USD","1","wrapped-axelar","","","wrapped-axelar:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"WBTC","WBTC","EUR|USD|XBT","36","arbitrum-bridged-wbtc-arbitrum-one|bridged-btc-superposition|bridged-wbtc|bridged-wrapped-bitcoin-bob-network|bridged-wrapped-bitcoin-scroll|bridged-wrapped-bitcoin-starkgate|bridged-wrapped-bitcoin-worldchain|celer-bridged-wbtc-conflux|celo-bridged-wbtc-celo|cronos-bridged-wbtc-cronos|cronos-zkevm-bridged-wbtc-cronos-zkevm|etherlink-bridged-wbtc-etherlink|eureka-bridged-wbtc-neutron|eureka-bridged-wbtc-terra|fantom-bridged-wbtc-fantom|fuse-bridged-wbtc-fuse|gnosis-xdai-bridged-wbtc-gnosis-chain|hemi-bridged-wbtc-hemi|linea-bridged-wbtc-linea|lisk-bridged-wbtc-lisk|merlin-chain-bridged-wrapped-btc-merlin|metis-bridged-wbtc-metis-andromeda|mode-bridged-wbtc-mode|multichain-bridged-wbtc-energi|multichain-bridged-wbtc-moonriver|polygon-bridged-wbtc-polygon-pos|polygon-zkevm-bridged-wbtc-polygon-zkevm|rainbow-bridged-wbtc-aurora|rainbow-bridged-wbtc-near-protocol|skale-ima-bridged-wbtc|sui-bridged-wbtc-sui|unichain-bridged-wbtc-unichain-2|wrapped-bitcoin|wrapped-bitcoin-pulsechain|wrapped-btc-wormhole|zksync-bridged-wbtc-zksync","","wrapped-bitcoin","arbitrum-bridged-wbtc-arbitrum-one:0|bridged-btc-superposition:0|bridged-wbtc:0|bridged-wrapped-bitcoin-bob-network:0|bridged-wrapped-bitcoin-scroll:0|bridged-wrapped-bitcoin-starkgate:0|bridged-wrapped-bitcoin-worldchain:0|celer-bridged-wbtc-conflux:0|celo-bridged-wbtc-celo:0|cronos-bridged-wbtc-cronos:0|cronos-zkevm-bridged-wbtc-cronos-zkevm:0|etherlink-bridged-wbtc-etherlink:0|eureka-bridged-wbtc-neutron:0|eureka-bridged-wbtc-terra:0|fantom-bridged-wbtc-fantom:0|fuse-bridged-wbtc-fuse:0|gnosis-xdai-bridged-wbtc-gnosis-chain:0|hemi-bridged-wbtc-hemi:0|linea-bridged-wbtc-linea:0|lisk-bridged-wbtc-lisk:0|merlin-chain-bridged-wrapped-btc-merlin:0|metis-bridged-wbtc-metis-andromeda:0|mode-bridged-wbtc-mode:0|multichain-bridged-wbtc-energi:0|multichain-bridged-wbtc-moonriver:0|polygon-bridged-wbtc-polygon-pos:0|polygon-zkevm-bridged-wbtc-polygon-zkevm:0|rainbow-bridged-wbtc-aurora:0|rainbow-bridged-wbtc-near-protocol:0|skale-ima-bridged-wbtc:0|sui-bridged-wbtc-sui:0|unichain-bridged-wbtc-unichain-2:0|wrapped-bitcoin:2|wrapped-bitcoin-pulsechain:0|wrapped-btc-wormhole:0|zksync-bridged-wbtc-zksync:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","wrapped-bitcoin"
"WCT","WCT","EUR|USD","1","connect-token-wct","","connect-token-wct","connect-token-wct:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","connect-token-wct"
"WELL","WELL","EUR|USD","1","moonwell-artemis","","moonwell-artemis","moonwell-artemis:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","moonwell-artemis"
"WEN","WEN","EUR|USD","4","wen-4|wen-6|wen-lambo-2|wen-token","","","wen-4:0|wen-6:0|wen-lambo-2:0|wen-token:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"WIF","WIF","EUR|GBP|USD","7","dogwifcoin|dogwifhat-base|dogwifhood|robinwifhat|wif-on-eth|wif-secondchance|world-is-flat","","dogwifcoin","dogwifcoin:3|dogwifhat-base:0|dogwifhood:0|robinwifhat:0|wif-on-eth:0|wif-secondchance:0|world-is-flat:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","dogwifcoin"
"WIN","WIN","EUR|USD","4","win-2|win-3|wink|winklink-bsc","","","win-2:0|win-3:0|wink:0|winklink-bsc:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"WLD","WLD","EUR|USD","1","worldcoin-wld","","worldcoin-wld","worldcoin-wld:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","worldcoin-wld"
"WOO","WOO","EUR|USD","2","woo|woo-network","","woo-network","woo:0|woo-network:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","woo-network"
"XCN","XCN","EUR|USD","1","chain-2","","chain-2","chain-2:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","chain-2"
"XETC","ETC","ETH|EUR|USD|XBT","1","ethereum-classic","","ethereum-classic","ethereum-classic:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","ethereum-classic"
"XETH","ETH","AUD|CAD|CHF|DAI|EUR|GBP|JPY|PYUSD|USD|USDC|USDT|XBT","14","anubis-bridged-eth-anubis|bifrost-bridged-eth-bifrost|bridged-binance-peg-ethereum-opbnb|bridged-wrapped-ether-eclipse|bridged-wrapped-ether-starkgate|ethereum|ethereum-wormhole|immutable-zkevm-bridged-eth|krown-bridged-eth-krown|near-intents-bridged-eth|nova-eth|osmosis-alleth|the-infinite-garden|the-ticker-is-eth","","ethereum","anubis-bridged-eth-anubis:0|bifrost-bridged-eth-bifrost:0|bridged-binance-peg-ethereum-opbnb:0|bridged-wrapped-ether-eclipse:0|bridged-wrapped-ether-starkgate:0|ethereum:10|ethereum-wormhole:0|immutable-zkevm-bridged-eth:0|krown-bridged-eth-krown:0|near-intents-bridged-eth:0|nova-eth:0|osmosis-alleth:0|the-infinite-garden:0|the-ticker-is-eth:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","ethereum"
"XLTC","LTC","AUD|ETH|EUR|GBP|JPY|USD|USDC|USDT|XBT","2","binance-peg-litecoin|litecoin","","litecoin","binance-peg-litecoin:0|litecoin:8","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","litecoin"
"XMLN","MLN","EUR|USD|XBT","1","melon","","melon","melon:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","melon"
"XREP","REP","USD","1","augur","","","augur:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"XRT","XRT","EUR|USD","2","robonomics-network|robonomics-network-2","","","robonomics-network:0|robonomics-network-2:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"XTZ","XTZ","EUR|USD|USDC|USDT","2","binance-peg-tezos-token|tezos","","tezos","binance-peg-tezos-token:0|tezos:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","tezos"
"XXBT","XBT","AUD|CAD|CHF|DAI|EUR|GBP|JPY|PYUSD|USD|USDC|USDQ|USDR|USDT","1","xbt","","","xbt:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"XXDG","XDG","AUD|CAD|EUR|GBP|USD|USDC|USDT|XBT","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"XXLM","XLM","EUR|GBP|USD|XBT","1","stellar","","stellar","stellar:3","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","stellar"
"XXMR","XMR","EUR|USD|USDC|USDT|XBT","1","monero","","monero","monero:4","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","monero"
"XXRP","XRP","AUD|CAD|ETH|EUR|GBP|RLUSD|USD|USDC|USDT|XBT","5","binance-peg-xrp|harrypotterobamapacman8inu|near-intents-bridged-xrp|ripple|warioxrpdumbledoreyugioh69inu","","ripple","binance-peg-xrp:0|harrypotterobamapacman8inu:0|near-intents-bridged-xrp:0|ripple:7|warioxrpdumbledoreyugioh69inu:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","ripple"
"XZEC","ZEC","EUR|USD","4","binance-peg-zcash-token|near-intents-bridged-zec|omnibridge-bridged-zcash-solana|zcash","","zcash","binance-peg-zcash-token:0|near-intents-bridged-zec:0|omnibridge-bridged-zcash-solana:0|zcash:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zcash"
"YFI","YFI","EUR|USD","2","yearn-finance|yfi","","yearn-finance","yearn-finance:2|yfi:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","yearn-finance"
"YGG","YGG","EUR|USD","1","yield-guild-games","","","yield-guild-games:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"ZAUD","AUD","JPY|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"ZEREBRO","ZEREBRO","EUR|USD","1","zerebro","","zerebro","zerebro:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zerebro"
"ZETA","ZETA","EUR|USD","2","zetachain|zeta-global-holdings-corp-robinhood-token","","zetachain","zetachain:2|zeta-global-holdings-corp-robinhood-token:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zetachain"
"ZEUR","EUR","AUD|CAD|CHF|GBP|JPY|USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"ZEUS","ZEUS","EUR|USD","7","ansems-dog|pepes-dog|zeus-3|zeus-4|zeus-ai|zeus-network|zeuspepesdog","","zeus-network","ansems-dog:0|pepes-dog:0|zeus-3:0|zeus-4:0|zeus-ai:0|zeus-network:2|zeuspepesdog:0","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zeus-network"
"ZEX","ZEX","EUR|USD","1","zeta","","zeta","zeta:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zeta"
"ZGBP","GBP","USD","0","","","","","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
"ZK","ZK","EUR|USD","1","zksync","","zksync","zksync:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zksync"
"ZORA","ZORA","EUR|USD","1","zora","","zora","zora:1","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","zora"
"ZRO","ZRO","EUR|USD","1","layerzero","","layerzero","layerzero:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","layerzero"
"ZRX","ZRX","EUR|USD|XBT","1","0x","","0x","0x:2","APPROVE_CURRENT_KRAKEN_PAIR_BRIDGE","0x"
"ZUSD","USD","CAD|CHF|JPY","2","turbousd-unstablecoin|unstable-states-dollar","","","turbousd-unstablecoin:0|unstable-states-dollar:0","UNVERIFIED_NO_CURRENT_KRAKEN_PAIR_BRIDGE",""
